,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller
,Mixed / non conventional,158.00,152.00,161.00,147.50,0.92,0.00,119.147,2335.429,17.99,0,,1/28/2024 5:31:13 PM,0
,Mixed / non conventional,158.00,152.00,147.50,162.50,0.97,0.00,-91.132,2335.429,-24.74,0,,1/28/2024 5:31:13 PM,0
,Mixed / non conventional,158.00,152.00,162.50,146.00,0.98,0.00,76.861,2335.429,29.87,0,,1/28/2024 5:31:13 PM,0
,Mixed / non conventional,158.00,152.00,146.00,164.00,1.02,0.00,-62.880,2335.429,-37.70,0,,1/28/2024 5:31:13 PM,0
,Mixed / non conventional,159.00,153.00,156.00,154.50,0.68,0.00,112.156,2318.962,14.14,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,154.50,157.50,0.63,0.00,-206.521,2318.962,-7.07,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,157.50,151.50,0.65,0.00,234.573,2318.962,6.43,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,151.50,160.50,0.70,0.00,-275.514,2318.962,-5.89,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,160.50,150.00,0.75,0.00,208.737,2318.962,8.32,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,150.00,162.00,0.90,0.00,-147.053,2318.962,-14.14,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,162.00,148.50,0.93,0.00,119.410,2318.962,17.99,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,148.50,163.50,0.98,0.00,-91.976,2318.962,-24.74,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,163.50,147.00,1.00,0.00,77.581,2318.962,29.87,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,159.00,153.00,147.00,165.00,1.04,0.00,-63.934,2318.962,-37.70,0,,1/28/2024 5:31:15 PM,0
,Mixed / non conventional,160.00,154.00,157.00,155.50,0.74,0.00,121.841,2342.955,14.14,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,155.50,158.50,0.68,0.00,-224.252,2342.955,-7.07,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,158.50,152.50,0.69,0.00,252.018,2342.955,6.43,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,152.50,161.50,0.74,0.00,-294.981,2342.955,-5.89,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,161.50,151.00,0.79,0.00,221.582,2342.955,8.32,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,151.00,163.00,0.93,0.00,-153.612,2342.955,-14.14,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,163.00,149.50,0.95,0.00,124.146,2342.955,17.99,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,149.50,164.50,1.00,0.00,-94.771,2342.955,-24.74,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,164.50,148.00,1.02,0.00,79.660,2342.955,29.87,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,160.00,154.00,148.00,166.00,1.04,0.00,-64.917,2342.955,-37.70,0,,1/28/2024 5:31:18 PM,0
,Mixed / non conventional,161.00,155.00,158.00,156.50,0.77,0.00,127.272,2326.662,14.14,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,156.50,159.50,0.73,0.00,-239.407,2326.662,-7.07,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,159.50,153.50,0.75,0.00,270.588,2326.662,6.43,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,153.50,162.50,0.80,0.00,-314.543,2326.662,-5.89,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,162.50,152.00,0.84,0.00,234.627,2326.662,8.32,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,152.00,164.00,0.97,0.00,-159.055,2326.662,-14.14,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,164.00,150.50,0.99,0.00,127.547,2326.662,17.99,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,150.50,165.50,1.03,0.00,-96.497,2326.662,-24.74,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,165.50,149.00,1.04,0.00,81.043,2326.662,29.87,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,161.00,155.00,149.00,167.00,1.06,0.00,-65.689,2326.662,-37.70,0,,1/28/2024 5:31:20 PM,0
,Mixed / non conventional,162.00,156.00,159.00,157.50,0.75,0.00,122.804,2321.443,14.14,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,157.50,160.50,0.70,0.00,-228.607,2321.443,-7.07,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,160.50,154.50,0.72,0.00,259.631,2321.443,6.43,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,154.50,163.50,0.77,0.00,-301.826,2321.443,-5.89,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,163.50,153.00,0.81,0.00,225.842,2321.443,8.32,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,153.00,165.00,0.95,0.00,-156.303,2321.443,-14.14,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,165.00,151.50,0.97,0.00,125.663,2321.443,17.99,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,151.50,166.50,1.02,0.00,-95.873,2321.443,-24.74,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,166.50,150.00,1.03,0.00,80.266,2321.443,29.87,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,162.00,156.00,150.00,168.00,1.06,0.00,-65.279,2321.443,-37.70,0,,1/28/2024 5:31:22 PM,0
,Mixed / non conventional,163.00,157.00,160.00,158.50,0.69,0.00,113.372,2335.993,14.14,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,158.50,161.50,0.63,0.00,-209.049,2335.993,-7.07,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,161.50,155.50,0.66,0.00,238.809,2335.993,6.43,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,155.50,164.50,0.71,0.00,-280.098,2335.993,-5.89,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,164.50,154.00,0.75,0.00,211.108,2335.993,8.32,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,154.00,166.00,0.90,0.00,-148.317,2335.993,-14.14,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,166.00,152.50,0.92,0.00,120.011,2335.993,17.99,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,152.50,167.50,0.98,0.00,-92.501,2335.993,-24.74,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,167.50,151.00,0.99,0.00,77.724,2335.993,29.87,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,163.00,157.00,151.00,169.00,1.03,0.00,-63.848,2335.993,-37.70,0,,1/28/2024 5:31:25 PM,0
,Mixed / non conventional,164.00,158.00,161.00,159.50,0.65,0.00,107.702,2349.465,14.14,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,159.50,162.50,0.59,0.00,-197.362,2349.465,-7.07,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,162.50,156.50,0.62,0.00,225.758,2349.465,6.43,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,156.50,165.50,0.67,0.00,-266.809,2349.465,-5.89,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,165.50,155.00,0.72,0.00,202.952,2349.465,8.32,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,155.00,167.00,0.87,0.00,-144.363,2349.465,-14.14,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,167.00,153.50,0.90,0.00,118.021,2349.465,17.99,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,153.50,168.50,0.97,0.00,-91.953,2349.465,-24.74,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,168.50,152.00,0.99,0.00,77.915,2349.465,29.87,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,164.00,158.00,152.00,170.00,1.03,0.00,-64.220,2349.465,-37.70,0,,1/28/2024 5:31:27 PM,0
,Mixed / non conventional,165.00,159.00,162.00,160.50,0.67,0.00,110.435,2328.592,14.14,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,160.50,163.50,0.62,0.00,-204.374,2328.592,-7.07,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,163.50,157.50,0.65,0.00,235.489,2328.592,6.43,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,157.50,166.50,0.70,0.00,-278.329,2328.592,-5.89,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,166.50,156.00,0.75,0.00,210.655,2328.592,8.32,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,156.00,168.00,0.90,0.00,-148.956,2328.592,-14.14,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,168.00,154.50,0.94,0.00,121.485,2328.592,17.99,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,154.50,169.50,1.00,0.00,-94.099,2328.592,-24.74,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,169.50,153.00,1.02,0.00,79.875,2328.592,29.87,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,165.00,159.00,153.00,171.00,1.06,0.00,-65.422,2328.592,-37.70,0,,1/28/2024 5:31:29 PM,0
,Mixed / non conventional,166.00,160.00,163.00,161.50,0.74,0.00,119.237,2284.808,14.14,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,161.50,164.50,0.69,0.00,-222.549,2284.808,-7.07,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,164.50,158.50,0.71,0.00,253.750,2284.808,6.43,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,158.50,167.50,0.77,0.00,-298.482,2284.808,-5.89,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,167.50,157.00,0.82,0.00,225.822,2284.808,8.32,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,157.00,169.00,0.97,0.00,-156.637,2284.808,-14.14,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,169.00,155.50,1.00,0.00,126.822,2284.808,17.99,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,155.50,170.50,1.05,0.00,-97.112,2284.808,-24.74,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,170.50,154.00,1.07,0.00,81.811,2284.808,29.87,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,166.00,160.00,154.00,172.00,1.10,0.00,-66.538,2284.808,-37.70,0,,1/28/2024 5:31:32 PM,0
,Mixed / non conventional,167.00,161.00,164.00,162.50,0.73,0.00,120.420,2342.646,14.14,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,162.50,165.50,0.68,0.00,-225.616,2342.646,-7.07,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,165.50,159.50,0.71,0.00,257.904,2342.646,6.43,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,159.50,168.50,0.76,0.00,-302.231,2342.646,-5.89,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,168.50,158.00,0.81,0.00,228.446,2342.646,8.32,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,158.00,170.00,0.96,0.00,-159.079,2342.646,-14.14,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,170.00,156.50,0.99,0.00,129.312,2342.646,17.99,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,156.50,171.50,1.05,0.00,-98.977,2342.646,-24.74,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,171.50,155.00,1.06,0.00,83.160,2342.646,29.87,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,167.00,161.00,155.00,173.00,1.08,0.00,-67.406,2342.646,-37.70,0,,1/28/2024 5:31:34 PM,0
,Mixed / non conventional,168.00,162.00,165.00,163.50,0.70,0.00,114.793,2319.404,14.14,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,163.50,166.50,0.65,0.00,-214.711,2319.404,-7.07,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,166.50,160.50,0.68,0.00,245.760,2319.404,6.43,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,160.50,169.50,0.73,0.00,-289.061,2319.404,-5.89,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,169.50,159.00,0.79,0.00,220.390,2319.404,8.32,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,159.00,171.00,0.94,0.00,-154.657,2319.404,-14.14,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,171.00,157.50,0.98,0.00,126.393,2319.404,17.99,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,157.50,172.50,1.04,0.00,-97.055,2319.404,-24.74,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,172.50,156.00,1.06,0.00,82.087,2319.404,29.87,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,168.00,162.00,156.00,174.00,1.09,0.00,-66.801,2319.404,-37.70,0,,1/28/2024 5:31:36 PM,0
,Mixed / non conventional,169.00,163.00,166.00,164.50,0.66,0.00,109.209,2355.543,14.14,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,164.50,167.50,0.62,0.00,-205.848,2355.543,-7.07,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,167.50,161.50,0.65,0.00,236.959,2355.543,6.43,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,161.50,170.50,0.70,0.00,-280.222,2355.543,-5.89,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,170.50,160.00,0.76,0.00,215.143,2355.543,8.32,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,160.00,172.00,0.92,0.00,-153.021,2355.543,-14.14,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,172.00,158.50,0.96,0.00,126.293,2355.543,17.99,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,158.50,173.50,1.03,0.00,-97.661,2355.543,-24.74,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,173.50,157.00,1.06,0.00,83.251,2355.543,29.87,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,169.00,163.00,157.00,175.00,1.09,0.00,-68.393,2355.543,-37.70,0,,1/28/2024 5:31:39 PM,0
,Mixed / non conventional,170.00,164.00,167.00,165.50,0.66,0.00,109.686,2343.464,14.14,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,165.50,168.50,0.62,0.00,-205.419,2343.464,-7.07,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,168.50,162.50,0.64,0.00,234.955,2343.464,6.43,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,162.50,171.50,0.69,0.00,-276.497,2343.464,-5.89,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,171.50,161.00,0.75,0.00,212.090,2343.464,8.32,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,161.00,173.00,0.91,0.00,-151.532,2343.464,-14.14,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,173.00,159.50,0.96,0.00,124.995,2343.464,17.99,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,159.50,174.50,1.02,0.00,-96.788,2343.464,-24.74,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,174.50,158.00,1.06,0.00,82.802,2343.464,29.87,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,170.00,164.00,158.00,176.00,1.09,0.00,-67.816,2343.464,-37.70,0,,1/28/2024 5:31:41 PM,0
,Mixed / non conventional,171.00,165.00,168.00,166.50,0.67,0.00,110.745,2343.806,14.14,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,166.50,169.50,0.62,0.00,-206.802,2343.806,-7.07,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,169.50,163.50,0.65,0.00,236.882,2343.806,6.43,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,163.50,172.50,0.70,0.00,-280.346,2343.806,-5.89,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,172.50,162.00,0.76,0.00,215.568,2343.806,8.32,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,162.00,174.00,0.92,0.00,-153.216,2343.806,-14.14,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,174.00,160.50,0.97,0.00,126.045,2343.806,17.99,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,160.50,175.50,1.03,0.00,-97.532,2343.806,-24.74,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,175.50,159.00,1.06,0.00,83.136,2343.806,29.87,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,171.00,165.00,159.00,177.00,1.09,0.00,-68.026,2343.806,-37.70,0,,1/28/2024 5:31:43 PM,0
,Mixed / non conventional,172.00,166.00,169.00,167.50,0.69,0.00,114.078,2321.639,14.14,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,167.50,170.50,0.66,0.00,-215.475,2321.639,-7.07,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,170.50,164.50,0.68,0.00,244.247,2321.639,6.43,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,164.50,173.50,0.73,0.00,-289.219,2321.639,-5.89,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,173.50,163.00,0.80,0.00,222.655,2321.639,8.32,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,163.00,175.00,0.95,0.00,-155.334,2321.639,-14.14,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,175.00,161.50,0.99,0.00,127.838,2321.639,17.99,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,161.50,176.50,1.05,0.00,-98.066,2321.639,-24.74,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,176.50,160.00,1.07,0.00,83.494,2321.639,29.87,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,172.00,166.00,160.00,178.00,1.11,0.00,-68.103,2321.639,-37.70,0,,1/28/2024 5:31:45 PM,0
,Mixed / non conventional,173.00,167.00,170.00,168.50,0.71,0.00,117.053,2344.678,14.14,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,168.50,171.50,0.67,0.00,-221.209,2344.678,-7.07,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,171.50,165.50,0.69,0.00,252.047,2344.678,6.43,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,165.50,174.50,0.75,0.00,-296.798,2344.678,-5.89,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,174.50,164.00,0.81,0.00,227.864,2344.678,8.32,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,164.00,176.00,0.97,0.00,-160.105,2344.678,-14.14,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,176.00,162.50,1.01,0.00,131.874,2344.678,17.99,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,162.50,177.50,1.07,0.00,-101.247,2344.678,-24.74,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,177.50,161.00,1.10,0.00,86.255,2344.678,29.87,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,173.00,167.00,161.00,179.00,1.13,0.00,-70.191,2344.678,-37.70,0,,1/28/2024 5:31:48 PM,0
,Mixed / non conventional,174.00,168.00,171.00,169.50,0.73,0.00,120.172,2342.084,14.14,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,169.50,172.50,0.67,0.00,-221.686,2342.084,-7.07,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,172.50,166.50,0.69,0.00,251.417,2342.084,6.43,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,166.50,175.50,0.75,0.00,-296.393,2342.084,-5.89,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,175.50,165.00,0.81,0.00,226.719,2342.084,8.32,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,165.00,177.00,0.98,0.00,-162.308,2342.084,-14.14,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,177.00,163.50,1.02,0.00,132.804,2342.084,17.99,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,163.50,178.50,1.09,0.00,-103.097,2342.084,-24.74,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,178.50,162.00,1.12,0.00,87.542,2342.084,29.87,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,174.00,168.00,162.00,180.00,1.15,0.00,-71.675,2342.084,-37.70,0,,1/28/2024 5:31:50 PM,0
,Mixed / non conventional,175.00,169.00,172.00,170.50,0.74,0.00,122.165,2341.570,14.14,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,170.50,173.50,0.68,0.00,-224.977,2341.570,-7.07,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,173.50,167.50,0.69,0.00,252.443,2341.570,6.43,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,167.50,176.50,0.75,0.00,-298.263,2341.570,-5.89,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,176.50,166.00,0.82,0.00,229.805,2341.570,8.32,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,166.00,178.00,0.99,0.00,-163.668,2341.570,-14.14,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,178.00,164.50,1.03,0.00,133.505,2341.570,17.99,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,164.50,179.50,1.10,0.00,-104.199,2341.570,-24.74,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,179.50,163.00,1.12,0.00,87.766,2341.570,29.87,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,175.00,169.00,163.00,181.00,1.17,0.00,-72.490,2341.570,-37.70,0,,1/28/2024 5:31:52 PM,0
,Mixed / non conventional,176.00,170.00,173.00,171.50,0.72,0.00,118.369,2335.709,14.14,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,171.50,174.50,0.67,0.00,-220.336,2335.709,-7.07,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,174.50,168.50,0.69,0.00,252.090,2335.709,6.43,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,168.50,177.50,0.75,0.00,-297.032,2335.709,-5.89,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,177.50,167.00,0.81,0.00,227.210,2335.709,8.32,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,167.00,179.00,0.98,0.00,-162.223,2335.709,-14.14,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,179.00,165.50,1.02,0.00,132.656,2335.709,17.99,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,165.50,180.50,1.10,0.00,-103.879,2335.709,-24.74,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,180.50,164.00,1.12,0.00,87.909,2335.709,29.87,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,176.00,170.00,164.00,182.00,1.16,0.00,-71.818,2335.709,-37.70,0,,1/28/2024 5:31:54 PM,0
,Mixed / non conventional,177.00,171.00,174.00,172.50,0.71,0.00,115.098,2304.786,14.14,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,172.50,175.50,0.66,0.00,-213.862,2304.786,-7.07,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,175.50,169.50,0.69,0.00,246.036,2304.786,6.43,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,169.50,178.50,0.74,0.00,-290.955,2304.786,-5.89,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,178.50,168.00,0.81,0.00,223.800,2304.786,8.32,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,168.00,180.00,0.99,0.00,-162.003,2304.786,-14.14,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,180.00,166.50,1.04,0.00,133.267,2304.786,17.99,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,166.50,181.50,1.11,0.00,-103.369,2304.786,-24.74,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,181.50,165.00,1.14,0.00,87.757,2304.786,29.87,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,177.00,171.00,165.00,183.00,1.18,0.00,-72.171,2304.786,-37.70,0,,1/28/2024 5:31:57 PM,0
,Mixed / non conventional,178.00,172.00,175.00,173.50,0.72,0.00,118.536,2334.563,14.14,0,,1/28/2024 5:31:59 PM,0
,Mixed / non conventional,178.00,172.00,173.50,176.50,0.66,0.00,-219.133,2334.563,-7.07,0,,1/28/2024 5:31:59 PM,0
,Mixed / non conventional,178.00,172.00,176.50,170.50,0.70,0.00,252.877,2334.563,6.43,0,,1/28/2024 5:31:59 PM,0
,Mixed / non conventional,178.00,172.00,170.50,179.50,0.76,0.00,-299.422,2334.563,-5.89,0,,1/28/2024 5:31:59 PM,0
